Date,Country,Daily Cases,Daily Deaths,Daily Recovered,Total Cases,Total Deaths,Total Recovered
2024-08-15,Brazil,19210,1643,19107,15193650,420283,14943087
2024-08-14,Brazil,28031,1265,27760,15221681,421548,14970847
2024-08-13,Brazil,17308,856,16929,15238989,422404,14987776
2024-08-12,Brazil,25062,1159,24823,15264051,423563,15012599
2024-08-11,Brazil,20861,703,20588,15284912,424266,15033187
2024-08-10,Brazil,28660,1356,28516,15313572,425622,15061703
2024-08-09,Brazil,43442,965,43168,15357014,426587,15104871
2024-08-08,Brazil,46775,1711,46334,15403789,428298,15151205
2024-08-07,Brazil,3174,464,2971,15406963,428762,15154176
2024-08-06,Brazil,38866,166,38590,15445829,428928,15192766
2024-08-05,Brazil,1412,258,1126,15447241,429186,15193892
2024-08-04,Brazil,43396,85,43006,15490637,429271,15236898
2024-08-03,Brazil,25741,20,25320,15516378,429291,15262218
2024-08-02,Brazil,30220,1962,29999,15546598,431253,15292217
2024-08-01,Brazil,43368,1948,42973,15589966,433201,15335190
2024-07-31,Brazil,15577,633,15517,15605543,433834,15350707
2024-07-30,Brazil,12851,514,12637,15618394,434348,15363344
2024-07-29,Brazil,10187,914,9950,15628581,435262,15373294
2024-07-28,Brazil,32824,1194,32675,15661405,436456,15405969
2024-07-27,Brazil,25187,65,24853,15686592,436521,15430822
2024-07-26,Brazil,49564,577,49170,15736156,437098,15479992
2024-07-25,Brazil,36018,284,35550,15772174,437382,15515542
2024-07-24,Brazil,32904,1251,32732,15805078,438633,15548274
2024-07-23,Brazil,45355,1653,45217,15850433,440286,15593491
2024-07-22,Brazil,26821,1205,26703,15877254,441491,15620194
2024-07-21,Brazil,9967,1777,9512,15887221,443268,15629706
2024-07-20,Brazil,45163,1554,45020,15932384,444822,15674726
2024-07-19,Brazil,3934,1856,3654,15936318,446678,15678380
2024-07-18,Brazil,38915,1759,38694,15975233,448437,15717074
2024-07-17,Brazil,48112,619,47704,16023345,449056,15764778
2024-07-16,Brazil,43619,1857,43382,16066964,450913,15808160
2024-07-15,Brazil,44180,1651,43755,16111144,452564,15851915
2024-07-14,Brazil,21528,462,21283,16132672,453026,15873198
2024-07-13,Brazil,19304,358,19292,16151976,453384,15892490
2024-07-12,Brazil,15169,1592,15057,16167145,454976,15907547
2024-07-11,Brazil,32792,569,32580,16199937,455545,15940127
2024-07-10,Brazil,31307,545,30937,16231244,456090,15971064
2024-07-09,Brazil,9695,857,9514,16240939,456947,15980578
2024-07-08,Brazil,3968,864,3704,16244907,457811,15984282
2024-07-07,Brazil,40312,1467,40255,16285219,459278,16024537
2024-07-06,Brazil,18078,1140,17743,16303297,460418,16042280
2024-07-05,Brazil,48566,177,48480,16351863,460595,16090760
2024-07-04,Brazil,13889,1482,13794,16365752,462077,16104554
2024-07-03,Brazil,38392,915,38211,16404144,462992,16142765
2024-07-02,Brazil,5246,1246,5220,16409390,464238,16147985
2024-07-01,Brazil,14501,702,14344,16423891,464940,16162329
2024-06-30,Brazil,46655,1165,46303,16470546,466105,16208632
2024-06-29,Brazil,20738,324,20648,16491284,466429,16229280
2024-06-28,Brazil,45784,266,45315,16537068,466695,16274595
2024-06-27,Brazil,29457,1989,29267,16566525,468684,16303862
2024-06-26,Brazil,4894,531,4686,16571419,469215,16308548
2024-06-25,Brazil,46957,591,46762,16618376,469806,16355310
2024-06-24,Brazil,13287,855,13230,16631663,470661,16368540
2024-06-23,Brazil,4655,911,4493,16636318,471572,16373033
2024-06-22,Brazil,20351,202,20039,16656669,471774,16393072
2024-06-21,Brazil,25481,1110,25015,16682150,472884,16418087
2024-06-20,Brazil,31055,1456,30879,16713205,474340,16448966
2024-06-19,Brazil,14601,612,14278,16727806,474952,16463244
2024-06-18,Brazil,17668,306,17473,16745474,475258,16480717
2024-06-17,Brazil,22627,712,22179,16768101,475970,16502896
2024-06-16,Brazil,6106,1467,6093,16774207,477437,16508989
2024-06-15,Brazil,26383,538,26242,16800590,477975,16535231
2024-06-14,Brazil,30372,483,29993,16830962,478458,16565224
2024-06-13,Brazil,12614,698,12274,16843576,479156,16577498
2024-06-12,Brazil,32082,1988,31883,16875658,481144,16609381
2024-06-11,Brazil,31681,802,31566,16907339,481946,16640947
2024-06-10,Brazil,37190,1627,37174,16944529,483573,16678121
2024-06-09,Brazil,2768,972,2301,16947297,484545,16680422
2024-06-08,Brazil,42005,1169,41933,16989302,485714,16722355
2024-06-07,Brazil,30404,1753,30286,17019706,487467,16752641
2024-06-06,Brazil,29426,1117,28948,17049132,488584,16781589
2024-06-05,Brazil,9054,1109,9003,17058186,489693,16790592
2024-06-04,Brazil,45259,630,44769,17103445,490323,16835361
2024-06-03,Brazil,13782,886,13292,17117227,491209,16848653
2024-06-02,Brazil,27522,281,27259,17144749,491490,16875912
2024-06-01,Brazil,17268,1841,16941,17162017,493331,16892853
2024-05-31,Brazil,44863,477,44801,17206880,493808,16937654
2024-05-30,Brazil,10143,1582,10131,17217023,495390,16947785
2024-05-29,Brazil,43824,1276,43805,17260847,496666,16991590
2024-05-28,Brazil,16590,1975,16492,17277437,498641,17008082
2024-05-27,Brazil,20687,736,20557,17298124,499377,17028639
2024-05-26,Brazil,46314,712,46114,17344438,500089,17074753
2024-05-25,Brazil,33127,1684,33049,17377565,501773,17107802
2024-05-24,Brazil,15061,496,14757,17392626,502269,17122559
2024-05-23,Brazil,48152,1759,47859,17440778,504028,17170418
2024-05-22,Brazil,42284,1808,42092,17483062,505836,17212510
2024-05-21,Brazil,49652,758,49186,17532714,506594,17261696
2024-05-20,Brazil,7100,36,6907,17539814,506630,17268603
2024-05-19,Brazil,26623,303,26537,17566437,506933,17295140
2024-05-18,Brazil,14941,1596,14759,17581378,508529,17309899
2024-05-17,Brazil,17014,324,16808,17598392,508853,17326707
2024-05-16,Brazil,48972,1054,48530,17647364,509907,17375237
2024-05-15,Brazil,25527,661,25191,17672891,510568,17400428
2024-05-14,Brazil,29274,1288,29148,17702165,511856,17429576
2024-05-13,Brazil,46494,1737,46046,17748659,513593,17475622
2024-05-12,Brazil,7169,98,7056,17755828,513691,17482678
2024-05-11,Brazil,25839,720,25448,17781667,514411,17508126
2024-05-10,Brazil,37186,412,36963,17818853,514823,17545089
2024-05-09,Brazil,12564,1967,12157,17831417,516790,17557246
2024-05-08,Brazil,35888,992,35729,17867305,517782,17592975
2024-05-07,Brazil,14767,1592,14573,17882072,519374,17607548
2024-05-06,Brazil,7243,1154,7099,17889315,520528,17614647
2024-05-05,Brazil,46933,409,46922,17936248,520937,17661569
2024-05-04,Brazil,34165,1655,33785,17970413,522592,17695354
2024-05-03,Brazil,17513,26,17304,17987926,522618,17712658
2024-05-02,Brazil,41643,773,41183,18029569,523391,17753841
2024-05-01,Brazil,42936,1897,42544,18072505,525288,17796385
2024-04-30,Brazil,40969,1765,40698,18113474,527053,17837083
2024-04-29,Brazil,48036,1043,47744,18161510,528096,17884827
2024-04-28,Brazil,2234,610,1789,18163744,528706,17886616
2024-04-27,Brazil,18560,74,18329,18182304,528780,17904945
2024-04-26,Brazil,24039,1634,24028,18206343,530414,17928973
2024-04-25,Brazil,24134,935,24112,18230477,531349,17953085
2024-04-24,Brazil,26223,1928,26147,18256700,533277,17979232
2024-04-23,Brazil,10345,348,10105,18267045,533625,17989337
2024-04-22,Brazil,17605,1008,17533,18284650,534633,18006870
2024-04-21,Brazil,31203,342,31079,18315853,534975,18037949
2024-04-20,Brazil,33302,1725,33147,18349155,536700,18071096
2024-04-19,Brazil,16409,1932,16263,18365564,538632,18087359
2024-04-18,Brazil,12830,1276,12632,18378394,539908,18099991
2024-04-17,Brazil,26142,385,25964,18404536,540293,18125955
2024-04-16,Brazil,44050,1388,43892,18448586,541681,18169847
2024-04-15,Brazil,49512,1612,49222,18498098,543293,18219069
2024-04-14,Brazil,31930,1084,31871,18530028,544377,18250940
2024-04-13,Brazil,30639,732,30482,18560667,545109,18281422
2024-04-12,Brazil,22219,1041,21832,18582886,546150,18303254
2024-04-11,Brazil,38551,691,38540,18621437,546841,18341794
2024-04-10,Brazil,45611,660,45470,18667048,547501,18387264
2024-04-09,Brazil,28347,969,27914,18695395,548470,18415178
2024-04-08,Brazil,48259,947,48145,18743654,549417,18463323
2024-04-07,Brazil,8830,1084,8619,18752484,550501,18471942
2024-04-06,Brazil,12558,960,12454,18765042,551461,18484396
2024-04-05,Brazil,16563,1934,16213,18781605,553395,18500609
2024-04-04,Brazil,25218,1845,24864,18806823,555240,18525473
2024-04-03,Brazil,42994,41,42889,18849817,555281,18568362
2024-04-02,Brazil,42226,872,41795,18892043,556153,18610157
2024-04-01,Brazil,21819,968,21624,18913862,557121,18631781
2024-03-31,Brazil,40254,1971,40135,18954116,559092,18671916
2024-03-30,Brazil,34539,885,34232,18988655,559977,18706148
2024-03-29,Brazil,49727,264,49571,19038382,560241,18755719
2024-03-28,Brazil,44717,178,44666,19083099,560419,18800385
2024-03-27,Brazil,41124,796,40860,19124223,561215,18841245
2024-03-26,Brazil,4291,1502,4276,19128514,562717,18845521
2024-03-25,Brazil,42246,65,42204,19170760,562782,18887725
2024-03-24,Brazil,17175,171,17011,19187935,562953,18904736
2024-03-23,Brazil,32525,1289,32263,19220460,564242,18936999
2024-03-22,Brazil,29414,684,28927,19249874,564926,18965926
2024-03-21,Brazil,41260,1300,40954,19291134,566226,19006880
2024-03-20,Brazil,12517,181,12431,19303651,566407,19019311
2024-03-19,Brazil,45445,1439,45397,19349096,567846,19064708
2024-03-18,Brazil,36504,1222,36056,19385600,569068,19100764
2024-03-17,Brazil,4850,60,4675,19390450,569128,19105439
2024-03-16,Brazil,2268,1996,2032,19392718,571124,19107471
2024-03-15,Brazil,27933,1350,27482,19420651,572474,19134953
2024-03-14,Brazil,4457,766,4145,19425108,573240,19139098
2024-03-13,Brazil,32225,75,31824,19457333,573315,19170922
2024-03-12,Brazil,18104,78,17963,19475437,573393,19188885
2024-03-11,Brazil,43244,259,43030,19518681,573652,19231915
2024-03-10,Brazil,29694,1284,29290,19548375,574936,19261205
2025-03-09,Russia,43068,997,42884,18673782,173802,18500793
2025-03-08,Russia,24167,339,23893,18697949,174141,18524686
2025-03-07,Russia,36646,50,36399,18734595,174191,18561085
2025-03-06,Russia,11766,58,11273,18746361,174249,18572358
2025-03-05,Russia,778,575,374,18747139,174824,18572732
2025-03-04,Russia,28052,845,27961,18775191,175669,18600693
2025-03-03,Russia,22824,651,22415,18798015,176320,18623108
2025-03-02,Russia,46681,1133,46267,18844696,177453,18669375
2025-03-01,Russia,46432,811,46373,18891128,178264,18715748
2025-02-28,Russia,48059,1760,47713,18939187,180024,18763461
2025-02-27,Russia,1775,1285,1702,18940962,181309,18765163
2025-02-26,Russia,33906,384,33727,18974868,181693,18798890
2025-02-25,Russia,10005,1958,9527,18984873,183651,18808417
2025-02-24,Russia,20137,159,19956,19005010,183810,18828373
2025-02-23,Russia,32001,13,31946,19037011,183823,18860319
2025-02-22,Russia,1430,1906,1416,19038441,185729,18861735
2025-02-21,Russia,13907,1748,13776,19052348,187477,18875511
2025-02-20,Russia,8494,1255,8094,19060842,188732,18883605
2025-02-19,Russia,26577,815,26364,19087419,189547,18909969
2025-02-18,Russia,24011,1743,23842,19111430,191290,18933811
2025-02-17,Russia,30093,750,29693,19141523,192040,18963504
2025-02-16,Russia,17942,252,17867,19159465,192292,18981371
2025-02-15,Russia,10686,201,10381,19170151,192493,18991752
2025-02-14,Russia,14635,1313,14544,19184786,193806,19006296
2025-02-13,Russia,39304,929,39111,19224090,194735,19045407
2025-02-12,Russia,1195,792,854,19225285,195527,19046261
2025-02-11,Russia,11299,1569,11270,19236584,197096,19057531
2025-02-10,Russia,24294,546,24262,19260878,197642,19081793
2025-02-09,Russia,26928,1964,26833,19287806,199606,19108626
2025-02-08,Russia,28680,138,28313,19316486,199744,19136939
2025-02-07,Russia,31299,11,31240,19347785,199755,19168179
2025-02-06,Russia,35948,431,35925,19383733,200186,19204104
2025-02-05,Russia,33277,661,33112,19417010,200847,19237216
2025-02-04,Russia,28748,869,28426,19445758,201716,19265642
2025-02-03,Russia,19916,1642,19464,19465674,203358,19285106
2025-02-02,Russia,4719,837,4581,19470393,204195,19289687
2025-02-01,Russia,44060,1109,43885,19514453,205304,19333572
2025-01-31,Russia,31374,1272,31079,19545827,206576,19364651
2025-01-30,Russia,815,917,525,19546642,207493,19365176
2025-01-29,Russia,31281,61,30930,19577923,207554,19396106
2025-01-28,Russia,2679,401,2246,19580602,207955,19398352
2025-01-27,Russia,1796,1854,1529,19582398,209809,19399881
2025-01-26,Russia,45453,1624,45328,19627851,211433,19445209
2025-01-25,Russia,42532,1802,42206,19670383,213235,19487415
2025-01-24,Russia,48336,707,47885,19718719,213942,19535300
2025-01-23,Russia,4697,807,4485,19723416,214749,19539785
2025-01-22,Russia,13194,689,12907,19736610,215438,19552692
2025-01-21,Russia,15029,968,14737,19751639,216406,19567429
2025-01-20,Russia,1922,1203,1483,19753561,217609,19568912
2025-01-19,Russia,625,1397,603,19754186,219006,19569515
2025-01-18,Russia,33462,756,33108,19787648,219762,19602623
2025-01-17,Russia,44103,239,44017,19831751,220001,19646640
2025-01-16,Russia,17751,1493,17600,19849502,221494,19664240
2025-01-15,Russia,18234,234,18144,19867736,221728,19682384
2025-01-14,Russia,33469,761,33187,19901205,222489,19715571
2025-01-13,Russia,27045,998,26878,19928250,223487,19742449
2025-01-12,Russia,13277,1931,12890,19941527,225418,19755339
2025-01-11,Russia,33943,1511,33637,19975470,226929,19788976
2025-01-10,Russia,10783,1618,10330,19986253,228547,19799306
2025-01-09,Russia,32672,442,32356,20018925,228989,19831662
2025-01-08,Russia,12634,649,12555,20031559,229638,19844217
2025-01-07,Russia,7734,304,7619,20039293,229942,19851836
2025-01-06,Russia,44253,887,44060,20083546,230829,19895896
2025-01-05,Russia,43454,643,43292,20127000,231472,19939188
2025-01-04,Russia,16734,259,16254,20143734,231731,19955442
2025-01-03,Russia,4381,851,4225,20148115,232582,19959667
2025-01-02,Russia,30718,1551,30271,20178833,234133,19989938
2025-01-01,Russia,22537,1438,22121,20201370,235571,20012059
2024-12-31,Russia,15626,1709,15365,20216996,237280,20027424
2024-12-30,Russia,29567,1809,29394,20246563,239089,20056818
2024-12-29,Russia,9683,1666,9653,20256246,240755,20066471
2024-12-28,Russia,40839,23,40792,20297085,240778,20107263
2024-12-27,Russia,39477,37,39274,20336562,240815,20146537
2024-12-26,Russia,19716,202,19438,20356278,241017,20165975
2024-12-25,Russia,4787,1243,4726,20361065,242260,20170701
2024-12-24,Russia,46376,1598,46256,20407441,243858,20216957
2024-12-23,Russia,49061,1366,48562,20456502,245224,20265519
2024-12-22,Russia,42178,329,41840,20498680,245553,20307359
2024-12-21,Russia,14771,511,14317,20513451,246064,20321676
2024-12-20,Russia,20347,709,19919,20533798,246773,20341595
2024-12-19,Russia,19693,1901,19340,20553491,248674,20360935
2024-12-18,Russia,43154,1841,42814,20596645,250515,20403749
2024-12-17,Russia,39062,734,38637,20635707,251249,20442386
2024-12-16,Russia,25930,488,25570,20661637,251737,20467956
2024-12-15,Russia,41502,1546,41396,20703139,253283,20509352
2024-12-14,Russia,30461,1773,30069,20733600,255056,20539421
2024-12-13,Russia,23990,703,23695,20757590,255759,20563116
2024-12-12,Russia,17210,808,17123,20774800,256567,20580239
2024-12-11,Russia,1388,1820,1331,20776188,258387,20581570
2024-12-10,Russia,49991,308,49793,20826179,258695,20631363
2024-12-09,Russia,32682,838,32328,20858861,259533,20663691
2024-12-08,Russia,28302,1460,27913,20887163,260993,20691604
2024-12-07,Russia,44461,304,44037,20931624,261297,20735641
2024-12-06,Russia,21882,1142,21655,20953506,262439,20757296
2024-12-05,Russia,25855,1071,25733,20979361,263510,20783029
2024-12-04,Russia,43618,171,43303,21022979,263681,20826332
2024-12-03,Russia,32096,1340,31866,21055075,265021,20858198
2024-12-02,Russia,15929,537,15610,21071004,265558,20873808
2024-12-01,Russia,6294,1793,5944,21077298,267351,20879752
2024-11-30,Russia,24183,446,24042,21101481,267797,20903794
2024-11-29,Russia,17647,1669,17224,21119128,269466,20921018
2024-11-28,Russia,10875,1249,10758,21130003,270715,20931776
2024-11-27,Russia,44336,1530,43980,21174339,272245,20975756
2024-11-26,Russia,6590,53,6460,21180929,272298,20982216
2024-11-25,Russia,34376,769,34170,21215305,273067,21016386
2024-11-24,Russia,49306,1802,49174,21264611,274869,21065560
2024-11-23,Russia,46075,379,45646,21310686,275248,21111206
2024-11-22,Russia,10469,416,10401,21321155,275664,21121607
2024-11-21,Russia,13215,1978,12958,21334370,277642,21134565
2024-11-20,Russia,31266,923,31214,21365636,278565,21165779
2024-11-19,Russia,42069,1056,41731,21407705,279621,21207510
2024-11-18,Russia,32370,1494,32138,21440075,281115,21239648
2024-11-17,Russia,37233,1280,37153,21477308,282395,21276801
2024-11-16,Russia,33560,1043,33463,21510868,283438,21310264
2024-11-15,Russia,45228,975,45071,21556096,284413,21355335
2024-11-14,Russia,25941,1239,25486,21582037,285652,21380821
2024-11-13,Russia,12071,1513,11578,21594108,287165,21392399
2024-11-12,Russia,46575,1768,46413,21640683,288933,21438812
2024-11-11,Russia,8068,269,7740,21648751,289202,21446552
2024-11-10,Russia,41397,639,41132,21690148,289841,21487684
2024-11-09,Russia,43326,1196,43245,21733474,291037,21530929
2024-11-08,Russia,34943,1778,34910,21768417,292815,21565839
2024-11-07,Russia,30747,619,30385,21799164,293434,21596224
2024-11-06,Russia,11641,962,11168,21810805,294396,21607392
2024-11-05,Russia,3695,1920,3305,21814500,296316,21610697
2024-11-04,Russia,10224,1043,9727,21824724,297359,21620424
2024-11-03,Russia,37101,1015,36684,21861825,298374,21657108
2024-11-02,Russia,38312,755,38050,21900137,299129,21695158
2024-11-01,Russia,12698,282,12632,21912835,299411,21707790
2024-10-31,Russia,39023,1182,39001,21951858,300593,21746791
2024-10-30,Russia,43353,1734,42958,21995211,302327,21789749
2024-10-29,Russia,34297,795,34184,22029508,303122,21823933
2024-10-28,Russia,12674,836,12307,22042182,303958,21836240
2024-10-27,Russia,3549,758,3082,22045731,304716,21839322
2024-10-26,Russia,39227,529,38803,22084958,305245,21878125
2024-10-25,Russia,38935,731,38772,22123893,305976,21916897
2024-10-24,Russia,32109,1847,31732,22156002,307823,21948629
2024-10-23,Russia,49474,191,49176,22205476,308014,21997805
2024-10-22,Russia,21750,698,21487,22227226,308712,22019292
2024-10-21,Russia,48885,1215,48745,22276111,309927,22068037
2024-10-20,Russia,15130,375,14818,22291241,310302,22082855
2024-10-19,Russia,1946,1548,1468,22293187,311850,22084323
2024-10-18,Russia,696,430,614,22293883,312280,22084937
2024-10-17,Russia,26838,669,26638,22320721,312949,22111575
2024-10-16,Russia,38195,840,38113,22358916,313789,22149688
2024-10-15,Russia,39252,153,39245,22398168,313942,22188933
2024-10-14,Russia,39089,731,38839,22437257,314673,22227772
2024-10-13,Russia,20841,1509,20636,22458098,316182,22248408
2024-10-12,Russia,3584,147,3536,22461682,316329,22251944
2024-10-11,Russia,16059,991,15785,22477741,317320,22267729
2024-10-10,Russia,25821,1678,25618,22503562,318998,22293347
2024-10-09,Russia,45410,556,44954,22548972,319554,22338301
2024-10-08,Russia,17880,582,17520,22566852,320136,22355821
2024-10-07,Russia,5662,1473,5521,22572514,321609,22361342
2024-10-06,Russia,27330,200,26885,22599844,321809,22388227
2024-10-05,Russia,31561,1665,31116,22631405,323474,22419343
2024-10-04,Russia,44254,1661,43810,22675659,325135,22463153
2024-10-03,Russia,1381,518,1358,22677040,325653,22464511
2024-10-02,Russia,33159,965,33070,22710199,326618,22497581
2024-10-01,Russia,21763,1524,21485,22731962,328142,22519066
2024-09-30,Russia,49751,1884,49618,22781713,330026,22568684
2024-09-29,Russia,15486,1590,15408,22797199,331616,22584092
2024-09-28,Russia,2066,664,1583,22799265,332280,22585675
2024-09-27,Russia,25245,1546,24840,22824510,333826,22610515
2024-09-26,Russia,37460,1404,37363,22861970,335230,22647878
2024-09-25,Russia,12201,1383,12100,22874171,336613,22659978
2024-09-24,Russia,6815,1037,6708,22880986,337650,22666686
2024-09-23,Russia,15140,1493,14987,22896126,339143,22681673
2024-09-22,Russia,28529,1325,28408,22924655,340468,22710081
2024-09-21,Russia,13380,1623,13344,22938035,342091,22723425
2024-09-20,Russia,19913,1049,19771,22957948,343140,22743196
2024-09-19,Russia,41491,1827,41385,22999439,344967,22784581
2024-09-18,Russia,23489,1038,23291,23022928,346005,22807872
2024-09-17,Russia,22953,978,22888,23045881,346983,22830760
2024-09-16,Russia,47788,53,47703,23093669,347036,22878463
2024-09-15,Russia,41217,667,41013,23134886,347703,22919476
2024-09-14,Russia,38035,549,37969,23172921,348252,22957445
2024-09-13,Russia,9322,973,9181,23182243,349225,22966626
2024-09-12,Russia,33174,1534,33088,23215417,350759,22999714
2024-09-11,Russia,22113,1604,21839,23237530,352363,23021553
2024-09-10,Russia,17575,1738,17171,23255105,354101,23038724
2024-09-09,Russia,15394,1649,15385,23270499,355750,23054109
2024-09-08,Russia,16900,261,16485,23287399,356011,23070594
2024-09-07,Russia,1741,1846,1331,23289140,357857,23071925
2024-09-06,Russia,32518,986,32111,23321658,358843,23104036
2024-09-05,Russia,30078,394,29742,23351736,359237,23133778
2024-09-04,Russia,47235,1698,47180,23398971,360935,23180958
2024-09-03,Russia,20813,1080,20392,23419784,362015,23201350
2024-09-02,Russia,6753,826,6733,23426537,362841,23208083
2024-09-01,Russia,49257,1845,48887,23475794,364686,23256970
2024-08-31,Russia,30793,1402,30552,23506587,366088,23287522
2024-08-30,Russia,46757,1572,46310,23553344,367660,23333832
2024-08-29,Russia,36393,1884,36019,23589737,369544,23369851
2024-08-28,Russia,6883,771,6388,23596620,370315,23376239
2024-08-27,Russia,6073,211,5767,23602693,370526,23382006
2024-08-26,Russia,13281,964,13160,23615974,371490,23395166
2024-08-25,Russia,47539,327,47089,23663513,371817,23442255
2024-08-24,Russia,17894,1102,17511,23681407,372919,23459766
2024-08-23,Russia,42088,228,41901,23723495,373147,23501667
2024-08-22,Russia,11229,898,10908,23734724,374045,23512575
2024-08-21,Russia,27530,614,27467,23762254,374659,23540042
2024-08-20,Russia,26345,321,26131,23788599,374980,23566173
2024-08-19,Russia,11872,1163,11563,23800471,376143,23577736
2024-08-18,Russia,49162,1331,48682,23849633,377474,23626418
2024-08-17,Russia,48530,1858,48137,23898163,379332,23674555
2024-08-16,Russia,23713,60,23317,23921876,379392,23697872
2024-08-15,Russia,35738,1598,35624,23957614,380990,23733496
2024-08-14,Russia,27395,110,27290,23985009,381100,23760786
2024-08-13,Russia,21580,1013,21366,24006589,382113,23782152
2024-08-12,Russia,8993,779,8925,24015582,382892,23791077
2024-08-11,Russia,42879,407,42611,24058461,383299,23833688
2024-08-10,Russia,31342,1979,31151,24089803,385278,23864839
2024-08-09,Russia,26656,936,26161,24116459,386214,23891000
2024-08-08,Russia,15165,162,15008,24131624,386376,23906008
2024-08-07,Russia,38403,1183,38066,24170027,387559,23944074
2024-08-06,Russia,42671,1237,42557,24212698,388796,23986631
2024-08-05,Russia,1520,1887,1055,24214218,390683,23987686
2024-08-04,Russia,49917,935,49477,24264135,391618,24037163
2024-08-03,Russia,26071,1426,25869,24290206,393044,24063032
2024-08-02,Russia,3133,1337,2928,24293339,394381,24065960
2024-08-01,Russia,25947,907,25503,24319286,395288,24091463
2024-07-31,Russia,17162,1366,16742,24336448,396654,24108205
2024-07-30,Russia,42333,416,41877,24378781,397070,24150082
2024-07-29,Russia,20828,720,20552,24399609,397790,24170634
2024-07-28,Russia,23127,944,22762,24422736,398734,24193396
2024-07-27,Russia,25953,935,25605,24448689,399669,24219001
2024-07-26,Russia,44508,1615,44391,24493197,401284,24263392
2024-07-25,Russia,41039,1475,40961,24534236,402759,24304353
2024-07-24,Russia,37286,1840,36863,24571522,404599,24341216
2024-07-23,Russia,12593,121,12563,24584115,404720,24353779
2024-07-22,Russia,49421,264,49274,24633536,404984,24403053
2024-07-21,Russia,27257,1828,26923,24660793,406812,24429976
2024-07-20,Russia,1966,474,1516,24662759,407286,24431492
2024-07-19,Russia,16746,1513,16722,24679505,408799,24448214
2024-07-18,Russia,12164,1361,11984,24691669,410160,24460198
2024-07-17,Russia,46088,96,45602,24737757,410256,24505800
2024-07-16,Russia,34621,20,34501,24772378,410276,24540301
2024-07-15,Russia,37803,311,37489,24810181,410587,24577790
2024-07-14,Russia,25819,69,25629,24836000,410656,24603419
2024-07-13,Russia,13308,1842,13154,24849308,412498,24616573
2024-07-12,Russia,16585,827,16109,24865893,413325,24632682
2024-07-11,Russia,10775,782,10729,24876668,414107,24643411
2024-07-10,Russia,31069,1952,30965,24907737,416059,24674376
2024-07-09,Russia,23323,443,23082,24931060,416502,24697458
2024-07-08,Russia,31533,1781,31269,24962593,418283,24728727
2024-07-07,Russia,2694,1267,2624,24965287,419550,24731351
2024-07-06,Russia,21933,1896,21524,24987220,421446,24752875
2024-07-05,Russia,536,1237,409,24987756,422683,24753284
2024-07-04,Russia,8877,1098,8804,24996633,423781,24762088
2024-07-03,Russia,12288,551,11803,25008921,424332,24773891
2024-07-02,Russia,37082,1516,36747,25046003,425848,24810638
2024-07-01,Russia,12210,1048,12164,25058213,426896,24822802
2024-06-30,Russia,32008,1398,31946,25090221,428294,24854748
2024-06-29,Russia,40312,951,40146,25130533,429245,24894894
2024-06-28,Russia,31091,748,30923,25161624,429993,24925817
2024-06-27,Russia,20662,384,20496,25182286,430377,24946313
2024-06-26,Russia,3997,472,3987,25186283,430849,24950300
2024-06-25,Russia,37292,729,36842,25223575,431578,24987142
2024-06-24,Russia,20159,355,19800,25243734,431933,25006942
2024-06-23,Russia,32043,1002,31680,25275777,432935,25038622
2024-06-22,Russia,37737,1621,37625,25313514,434556,25076247
2024-06-21,Russia,48307,102,48030,25361821,434658,25124277
2024-06-20,Russia,21334,1707,21294,25383155,436365,25145571
2024-06-19,Russia,29079,1959,28820,25412234,438324,25174391
2024-06-18,Russia,45424,1711,45171,25457658,440035,25219562
2024-06-17,Russia,34999,732,34573,25492657,440767,25254135
2024-06-16,Russia,23411,1736,23374,25516068,442503,25277509
2024-06-15,Russia,35697,568,35526,25551765,443071,25313035
2024-06-14,Russia,46914,1655,46893,25598679,444726,25359928
2024-06-13,Russia,11555,730,11313,25610234,445456,25371241
2024-06-12,Russia,30087,758,29603,25640321,446214,25400844
2024-06-11,Russia,29731,774,29508,25670052,446988,25430352
2024-06-10,Russia,4177,876,3866,25674229,447864,25434218
2024-06-09,Russia,29047,1512,28723,25703276,449376,25462941
2024-06-08,Russia,48947,1161,48740,25752223,450537,25511681
2024-06-07,Russia,8717,226,8658,25760940,450763,25520339
2024-06-06,Russia,44172,1324,43948,25805112,452087,25564287
2024-06-05,Russia,40950,1746,40604,25846062,453833,25604891
2024-06-04,Russia,22431,973,22194,25868493,454806,25627085
2024-06-03,Russia,8283,1190,7801,25876776,455996,25634886
2024-06-02,Russia,4286,1040,4087,25881062,457036,25638973
2024-06-01,Russia,10458,797,10129,25891520,457833,25649102
2024-05-31,Russia,10277,1690,9931,25901797,459523,25659033
2024-05-30,Russia,15024,1104,14741,25916821,460627,25673774
2024-05-29,Russia,43187,590,43046,25960008,461217,25716820
2024-05-28,Russia,23466,1834,23056,25983474,463051,25739876
2024-05-27,Russia,38845,1755,38629,26022319,464806,25778505
2024-05-26,Russia,18023,818,17973,26040342,465624,25796478
2024-05-25,Russia,32851,1301,32537,26073193,466925,25829015
2024-05-24,Russia,31247,1190,31105,26104440,468115,25860120
2024-05-23,Russia,24733,1549,24373,26129173,469664,25884493
2024-05-22,Russia,46867,825,46577,26176040,470489,25931070
2024-05-21,Russia,9386,717,8917,26185426,471206,25939987
